id,location,friends_count,followers_count,last_active,statuses_count,utc_timestamp
24677217,Münster,1785,20164,Fri Feb 10 11:50:03 +0000 2023,11669,2023-02-10 18:13:38.395799
24677217,Münster,1785,20164,Fri Feb 10 11:50:03 +0000 2023,11669,2023-02-10 18:14:02.185744
24677217,Münster,1785,20164,Fri Feb 10 11:50:03 +0000 2023,11669,2023-02-10 18:16:03.108936
